Time, Date, Light, Temperature, humidity
13:54:11, 30-6-2022,389,24.6,62
13:54:13, 30-6-2022,388,24.6,62
13:54:14, 30-6-2022,389,24.6,62
13:54:15, 30-6-2022,381,24.6,62
13:54:16, 30-6-2022,386,24.6,62
13:54:18, 30-6-2022,385,24.6,62
13:54:19, 30-6-2022,384,24.6,62
13:54:20, 30-6-2022,385,24.6,62
13:54:21, 30-6-2022,385,24.6,62
13:54:22, 30-6-2022,386,24.6,62
13:54:24, 30-6-2022,385,24.6,62
13:54:25, 30-6-2022,386,24.6,62
13:54:26, 30-6-2022,386,24.6,62
13:54:27, 30-6-2022,387,24.6,62
13:54:29, 30-6-2022,387,24.6,62
13:54:30, 30-6-2022,386,24.6,62
13:54:31, 30-6-2022,386,24.6,62
13:54:32, 30-6-2022,387,24.6,62
13:54:34, 30-6-2022,385,24.7,62
13:54:35, 30-6-2022,387,24.7,62
13:54:36, 30-6-2022,388,24.6,62
13:54:37, 30-6-2022,389,24.6,62
13:54:38, 30-6-2022,388,24.6,62
13:54:40, 30-6-2022,391,24.6,62
13:54:41, 30-6-2022,390,24.6,62
13:54:42, 30-6-2022,387,24.6,62
13:54:43, 30-6-2022,389,24.6,62
13:54:45, 30-6-2022,389,24.6,62
13:54:46, 30-6-2022,391,24.6,62
13:54:47, 30-6-2022,391,24.6,62
13:54:48, 30-6-2022,389,24.6,62
13:54:50, 30-6-2022,387,24.6,62
13:54:51, 30-6-2022,388,24.6,62
13:54:52, 30-6-2022,387,24.6,62
13:54:53, 30-6-2022,388,24.6,62
13:54:54, 30-6-2022,385,24.6,62
13:54:56, 30-6-2022,386,24.6,62
13:54:57, 30-6-2022,386,24.6,62
13:54:58, 30-6-2022,386,24.6,62
13:54:59, 30-6-2022,386,24.6,62
13:55:01, 30-6-2022,385,24.6,62
13:55:02, 30-6-2022,387,24.6,62
13:55:03, 30-6-2022,387,24.6,62
13:55:04, 30-6-2022,388,24.6,62
13:55:06, 30-6-2022,386,24.6,62
13:55:07, 30-6-2022,391,24.6,62
13:55:08, 30-6-2022,392,24.6,62
13:55:09, 30-6-2022,391,24.6,62
13:55:10, 30-6-2022,392,24.6,62
13:55:12, 30-6-2022,388,24.6,62
13:55:13, 30-6-2022,391,24.6,62
13:55:14, 30-6-2022,391,24.6,62
13:55:15, 30-6-2022,390,24.6,62
13:55:17, 30-6-2022,387,24.6,62
13:55:18, 30-6-2022,389,24.6,62
13:55:19, 30-6-2022,387,24.6,62
13:55:20, 30-6-2022,386,24.6,62
13:55:22, 30-6-2022,388,24.6,62
13:55:23, 30-6-2022,384,24.6,62
13:55:24, 30-6-2022,379,24.6,62
13:55:25, 30-6-2022,371,24.6,62
13:55:26, 30-6-2022,375,24.6,62
13:55:28, 30-6-2022,375,24.6,62
13:55:29, 30-6-2022,376,24.6,62
13:55:30, 30-6-2022,373,24.6,62
13:55:31, 30-6-2022,392,24.6,62
13:55:33, 30-6-2022,383,24.6,62
13:55:34, 30-6-2022,389,24.6,62
13:55:35, 30-6-2022,388,24.6,62
13:55:36, 30-6-2022,390,24.6,62
13:55:38, 30-6-2022,366,24.6,62
13:55:39, 30-6-2022,372,24.6,62
13:55:40, 30-6-2022,369,24.6,62
13:55:41, 30-6-2022,390,24.6,62
13:55:43, 30-6-2022,391,24.6,62
13:55:44, 30-6-2022,377,24.6,62
13:55:45, 30-6-2022,386,24.6,62
13:55:46, 30-6-2022,384,24.6,62
13:55:47, 30-6-2022,374,24.6,62
13:55:49, 30-6-2022,374,24.6,62
13:55:50, 30-6-2022,376,24.6,62
13:55:51, 30-6-2022,375,24.6,62
13:55:52, 30-6-2022,377,24.6,62
13:55:54, 30-6-2022,388,24.6,62
13:55:55, 30-6-2022,374,24.6,62
13:55:56, 30-6-2022,374,24.6,62
13:55:57, 30-6-2022,377,24.6,62
13:55:59, 30-6-2022,388,24.6,62
13:56:00, 30-6-2022,374,24.6,62
13:56:01, 30-6-2022,375,24.6,62
13:56:02, 30-6-2022,377,24.6,62
13:56:03, 30-6-2022,374,24.6,62
13:56:05, 30-6-2022,377,24.7,62
13:56:06, 30-6-2022,387,24.7,62
13:56:07, 30-6-2022,385,24.6,62
13:56:08, 30-6-2022,389,24.6,62
13:56:10, 30-6-2022,380,24.6,62
13:56:11, 30-6-2022,379,24.6,62
13:56:12, 30-6-2022,371,24.6,62
13:56:13, 30-6-2022,373,24.6,62
13:56:14, 30-6-2022,390,24.6,62
13:56:15, 30-6-2022,390,24.6,62
13:56:16, 30-6-2022,384,24.6,62
13:56:18, 30-6-2022,381,24.6,62
13:56:19, 30-6-2022,379,24.6,62
13:56:20, 30-6-2022,384,24.6,62
13:56:21, 30-6-2022,389,24.7,62
13:56:23, 30-6-2022,383,24.7,62
13:56:24, 30-6-2022,377,24.7,62
13:56:25, 30-6-2022,386,24.7,62
13:56:26, 30-6-2022,373,24.7,62
13:56:27, 30-6-2022,373,24.7,62
13:56:29, 30-6-2022,383,24.6,62
13:56:30, 30-6-2022,372,24.6,62
13:56:31, 30-6-2022,369,24.7,62
13:56:32, 30-6-2022,378,24.7,62
13:56:34, 30-6-2022,376,24.7,62
13:56:36, 30-6-2022,389,24.7,62
13:56:37, 30-6-2022,382,24.7,61
13:56:39, 30-6-2022,376,24.7,61
13:56:40, 30-6-2022,377,24.7,60
13:56:41, 30-6-2022,376,24.7,60
13:56:42, 30-6-2022,382,24.7,61
13:56:44, 30-6-2022,375,24.7,61
13:56:45, 30-6-2022,371,24.7,62
13:56:46, 30-6-2022,388,24.7,62
13:56:47, 30-6-2022,386,24.7,62
13:56:49, 30-6-2022,378,24.7,62
13:56:50, 30-6-2022,377,24.7,62
13:56:51, 30-6-2022,376,24.7,62
13:56:52, 30-6-2022,389,24.7,62
13:56:53, 30-6-2022,390,24.7,62
13:56:55, 30-6-2022,388,24.7,62
13:56:56, 30-6-2022,377,24.7,62
13:56:57, 30-6-2022,378,24.7,62
13:56:58, 30-6-2022,378,24.7,62
13:57:00, 30-6-2022,391,24.7,62
13:57:01, 30-6-2022,387,24.7,62
13:57:02, 30-6-2022,377,24.7,62
13:57:03, 30-6-2022,385,24.7,62
13:57:05, 30-6-2022,391,24.7,62
13:57:06, 30-6-2022,392,24.7,62
13:57:07, 30-6-2022,392,24.7,62
13:57:08, 30-6-2022,391,24.7,62
13:57:09, 30-6-2022,391,24.7,62
13:57:11, 30-6-2022,379,24.7,62
13:57:12, 30-6-2022,365,24.7,62
13:57:13, 30-6-2022,364,24.7,62
13:57:14, 30-6-2022,367,24.7,62
13:57:16, 30-6-2022,367,24.7,62
13:57:17, 30-6-2022,364,24.7,62
13:57:18, 30-6-2022,366,24.7,62
13:57:19, 30-6-2022,367,24.7,62
13:57:21, 30-6-2022,368,24.7,62
13:57:22, 30-6-2022,366,24.7,62
13:57:23, 30-6-2022,369,24.7,62
13:57:24, 30-6-2022,365,24.7,62
13:57:25, 30-6-2022,371,24.7,62
13:57:27, 30-6-2022,369,24.7,62
13:57:28, 30-6-2022,368,24.7,62
13:57:29, 30-6-2022,380,24.7,62
13:57:30, 30-6-2022,379,24.7,62
13:57:32, 30-6-2022,392,24.7,62
13:57:33, 30-6-2022,391,24.7,62
13:57:34, 30-6-2022,392,24.7,62
13:57:35, 30-6-2022,376,24.7,62
13:57:37, 30-6-2022,377,24.7,62
13:57:38, 30-6-2022,376,24.7,62
13:57:39, 30-6-2022,378,24.7,62
13:57:40, 30-6-2022,374,24.7,62
13:57:41, 30-6-2022,386,24.7,62
13:57:43, 30-6-2022,375,24.7,62
13:57:44, 30-6-2022,375,24.7,62
13:57:45, 30-6-2022,377,24.7,62
13:57:46, 30-6-2022,391,24.7,62
13:57:48, 30-6-2022,391,24.7,62
13:57:49, 30-6-2022,390,24.7,62
13:57:50, 30-6-2022,382,24.7,62
13:57:51, 30-6-2022,381,24.7,62
13:57:53, 30-6-2022,381,24.7,62
13:57:54, 30-6-2022,382,24.7,62
13:57:55, 30-6-2022,380,24.7,62
13:57:56, 30-6-2022,381,24.7,62
13:57:57, 30-6-2022,382,24.7,62
13:57:59, 30-6-2022,382,24.7,62
13:58:00, 30-6-2022,384,24.7,62
13:58:01, 30-6-2022,381,24.7,62
13:58:02, 30-6-2022,381,24.7,62
13:58:04, 30-6-2022,381,24.7,62
13:58:05, 30-6-2022,390,24.7,62
13:58:06, 30-6-2022,389,24.7,62
13:58:07, 30-6-2022,388,24.7,62
13:58:09, 30-6-2022,381,24.7,62
13:58:10, 30-6-2022,382,24.7,62
13:58:11, 30-6-2022,381,24.7,62
13:58:12, 30-6-2022,382,24.7,62
13:58:13, 30-6-2022,381,24.7,62
13:58:15, 30-6-2022,383,24.7,62
13:58:16, 30-6-2022,381,24.7,62
13:58:17, 30-6-2022,383,24.7,62
13:58:18, 30-6-2022,381,24.7,62
13:58:20, 30-6-2022,383,24.7,62
13:58:21, 30-6-2022,381,24.7,62
13:58:22, 30-6-2022,382,24.7,62
13:58:23, 30-6-2022,381,24.7,62
13:58:25, 30-6-2022,382,24.7,62
13:58:26, 30-6-2022,382,24.7,62
13:58:27, 30-6-2022,385,24.7,62
13:58:28, 30-6-2022,383,24.7,62
13:58:29, 30-6-2022,382,24.7,62
13:58:31, 30-6-2022,381,24.7,62
13:58:32, 30-6-2022,389,24.7,62
13:58:33, 30-6-2022,388,24.7,62
13:58:34, 30-6-2022,389,24.7,62
13:58:36, 30-6-2022,387,24.7,62
13:58:37, 30-6-2022,387,24.7,62
13:58:38, 30-6-2022,387,24.7,62
13:58:39, 30-6-2022,386,24.7,62
13:58:41, 30-6-2022,382,24.7,62
13:58:42, 30-6-2022,381,24.7,62
13:58:43, 30-6-2022,386,24.7,62
13:58:44, 30-6-2022,380,24.7,62
13:58:45, 30-6-2022,381,24.7,62
13:58:47, 30-6-2022,380,24.7,62
13:58:48, 30-6-2022,381,24.7,62
13:58:49, 30-6-2022,381,24.7,62
13:58:50, 30-6-2022,381,24.7,62
13:58:52, 30-6-2022,381,24.7,62
13:58:53, 30-6-2022,380,24.7,62
13:58:54, 30-6-2022,382,24.7,62
13:58:55, 30-6-2022,381,24.7,62
13:58:57, 30-6-2022,381,24.7,62
13:58:59, 30-6-2022,382,24.7,61
13:59:00, 30-6-2022,381,24.7,61
13:59:02, 30-6-2022,380,24.7,60
13:59:03, 30-6-2022,381,24.7,60
13:59:04, 30-6-2022,381,24.7,60
13:59:05, 30-6-2022,381,24.7,60
13:59:07, 30-6-2022,380,24.7,62
13:59:08, 30-6-2022,381,24.7,62
13:59:09, 30-6-2022,381,24.7,62
13:59:10, 30-6-2022,380,24.7,62
13:59:11, 30-6-2022,382,24.7,62
13:59:13, 30-6-2022,380,24.7,62
13:59:14, 30-6-2022,382,24.7,62
13:59:15, 30-6-2022,380,24.7,62
13:59:16, 30-6-2022,382,24.7,62
13:59:18, 30-6-2022,381,24.7,62
13:59:19, 30-6-2022,382,24.7,62
13:59:20, 30-6-2022,381,24.7,62
13:59:21, 30-6-2022,381,24.7,62
13:59:23, 30-6-2022,381,24.7,62
13:59:24, 30-6-2022,381,24.7,62
13:59:25, 30-6-2022,382,24.7,62
13:59:26, 30-6-2022,380,24.7,62
13:59:27, 30-6-2022,382,24.7,62
13:59:29, 30-6-2022,381,24.7,62
13:59:30, 30-6-2022,381,24.7,62
13:59:31, 30-6-2022,381,24.7,62
13:59:32, 30-6-2022,380,24.7,62
13:59:34, 30-6-2022,382,24.7,62
13:59:35, 30-6-2022,382,24.7,62
13:59:36, 30-6-2022,384,24.7,62
13:59:37, 30-6-2022,384,24.7,62
13:59:39, 30-6-2022,385,24.7,62
13:59:40, 30-6-2022,383,24.7,62
13:59:41, 30-6-2022,384,24.7,61
13:59:42, 30-6-2022,380,24.7,61
13:59:43, 30-6-2022,383,24.8,61
13:59:45, 30-6-2022,383,24.8,61
13:59:46, 30-6-2022,382,24.7,62
13:59:47, 30-6-2022,383,24.7,62
13:59:48, 30-6-2022,385,24.7,62
13:59:50, 30-6-2022,386,24.7,62
13:59:51, 30-6-2022,384,24.8,62
13:59:52, 30-6-2022,384,24.8,62
13:59:53, 30-6-2022,383,24.7,62
13:59:55, 30-6-2022,384,24.7,62
13:59:56, 30-6-2022,383,24.8,62
13:59:57, 30-6-2022,382,24.8,62
13:59:58, 30-6-2022,382,24.8,62
13:59:59, 30-6-2022,378,24.8,62
14:00:01, 30-6-2022,376,24.7,62
14:00:02, 30-6-2022,382,24.7,62
14:00:03, 30-6-2022,381,24.7,62
14:00:04, 30-6-2022,381,24.7,62
14:00:06, 30-6-2022,380,24.8,62
14:00:07, 30-6-2022,384,24.8,62
14:00:08, 30-6-2022,381,24.7,62
14:00:09, 30-6-2022,379,24.7,62
14:00:11, 30-6-2022,385,24.7,62
14:00:12, 30-6-2022,383,24.7,62
14:00:13, 30-6-2022,387,24.8,62
14:00:14, 30-6-2022,386,24.8,62
14:00:15, 30-6-2022,386,24.8,62
14:00:17, 30-6-2022,386,24.8,62
14:00:18, 30-6-2022,386,24.8,62
14:00:19, 30-6-2022,382,24.8,62
14:00:20, 30-6-2022,385,24.8,62
14:00:22, 30-6-2022,387,24.8,62
14:00:23, 30-6-2022,392,24.8,62
14:00:24, 30-6-2022,388,24.8,62
14:00:25, 30-6-2022,389,24.8,62
14:00:27, 30-6-2022,389,24.8,62
14:00:28, 30-6-2022,389,24.8,62
14:00:29, 30-6-2022,388,24.8,62
14:00:30, 30-6-2022,389,24.8,62
14:00:31, 30-6-2022,388,24.8,62
14:00:33, 30-6-2022,390,24.8,62
14:00:34, 30-6-2022,389,24.8,62
14:00:35, 30-6-2022,390,24.8,62
14:00:36, 30-6-2022,391,24.8,62
14:00:38, 30-6-2022,391,24.8,62
14:00:39, 30-6-2022,388,24.8,62
14:00:40, 30-6-2022,387,24.8,62
14:00:41, 30-6-2022,388,24.8,62
14:00:43, 30-6-2022,386,24.8,62
14:00:44, 30-6-2022,383,24.8,62
14:00:45, 30-6-2022,382,24.8,62
14:00:46, 30-6-2022,383,24.8,62
14:00:47, 30-6-2022,382,24.8,62
14:00:49, 30-6-2022,383,24.8,62
14:00:50, 30-6-2022,391,24.8,62
14:00:51, 30-6-2022,387,24.8,62
14:00:52, 30-6-2022,388,24.8,62
14:00:54, 30-6-2022,387,24.8,62
14:00:55, 30-6-2022,389,24.8,62
14:00:56, 30-6-2022,387,24.8,62
14:00:57, 30-6-2022,388,24.8,62
14:00:59, 30-6-2022,387,24.8,62
14:01:00, 30-6-2022,388,24.8,62
14:01:01, 30-6-2022,387,24.8,62
14:01:02, 30-6-2022,387,24.8,62
14:01:03, 30-6-2022,387,24.8,62
14:01:05, 30-6-2022,387,24.8,62
14:01:06, 30-6-2022,388,24.8,62
14:01:07, 30-6-2022,387,24.8,62
14:01:08, 30-6-2022,387,24.8,62
14:01:10, 30-6-2022,386,24.8,62
14:01:11, 30-6-2022,388,24.8,62
14:01:13, 30-6-2022,385,24.8,62
14:01:14, 30-6-2022,383,24.8,62
14:01:15, 30-6-2022,383,24.8,62
14:01:16, 30-6-2022,383,24.8,62
14:01:17, 30-6-2022,384,24.8,62
14:01:19, 30-6-2022,382,24.8,62
14:01:20, 30-6-2022,394,24.8,62
14:01:21, 30-6-2022,392,24.8,62
14:01:22, 30-6-2022,393,24.8,62
14:01:24, 30-6-2022,392,24.8,62
14:01:25, 30-6-2022,390,24.8,62
14:01:26, 30-6-2022,389,24.8,62
14:01:27, 30-6-2022,390,24.8,62
14:01:28, 30-6-2022,391,24.8,62
14:01:30, 30-6-2022,391,24.8,62
14:01:31, 30-6-2022,392,24.8,62
14:01:32, 30-6-2022,390,24.8,62
14:01:33, 30-6-2022,393,24.8,62
14:01:35, 30-6-2022,394,24.8,62
14:01:36, 30-6-2022,392,24.8,62
14:01:37, 30-6-2022,395,24.8,62
14:01:38, 30-6-2022,393,24.8,62
14:01:40, 30-6-2022,394,24.8,62
14:01:41, 30-6-2022,395,24.8,62
14:01:42, 30-6-2022,394,24.8,62
14:01:43, 30-6-2022,395,24.8,62
14:01:45, 30-6-2022,392,24.8,62
14:01:46, 30-6-2022,395,24.8,62
14:01:47, 30-6-2022,394,24.8,62
14:01:48, 30-6-2022,394,24.8,62
14:01:49, 30-6-2022,394,24.8,62
14:01:51, 30-6-2022,392,24.8,62
14:01:52, 30-6-2022,393,24.8,62
14:01:53, 30-6-2022,392,24.8,62
14:01:54, 30-6-2022,394,24.8,62
14:01:56, 30-6-2022,392,24.8,62
14:01:57, 30-6-2022,394,24.8,62
14:01:58, 30-6-2022,394,24.8,62
14:01:59, 30-6-2022,394,24.8,62
14:02:01, 30-6-2022,394,24.8,62
14:02:02, 30-6-2022,395,24.8,62
14:02:03, 30-6-2022,397,24.8,62
14:02:04, 30-6-2022,394,24.8,62
14:02:05, 30-6-2022,393,24.8,62
14:02:07, 30-6-2022,396,24.8,62
14:02:08, 30-6-2022,393,24.8,62
14:02:09, 30-6-2022,392,24.8,62
14:02:10, 30-6-2022,392,24.8,62
14:02:12, 30-6-2022,391,24.8,62
14:02:13, 30-6-2022,393,24.8,62
14:02:14, 30-6-2022,392,24.8,62
14:02:15, 30-6-2022,385,24.8,62
14:02:17, 30-6-2022,391,24.8,62
14:02:18, 30-6-2022,392,24.8,62
14:02:19, 30-6-2022,392,24.8,62
14:02:20, 30-6-2022,391,24.8,62
14:02:21, 30-6-2022,392,24.8,62
14:02:23, 30-6-2022,391,24.8,62
14:02:24, 30-6-2022,392,24.8,62
14:02:25, 30-6-2022,391,24.8,62
14:02:26, 30-6-2022,392,24.8,62
14:02:28, 30-6-2022,390,24.8,62
14:02:29, 30-6-2022,392,24.8,62
14:02:30, 30-6-2022,380,24.8,62
14:02:31, 30-6-2022,382,24.8,62
14:02:33, 30-6-2022,381,24.8,62
14:02:34, 30-6-2022,381,24.8,62
14:02:35, 30-6-2022,380,24.8,62
14:02:36, 30-6-2022,391,24.8,62
14:02:37, 30-6-2022,391,24.8,62
14:02:39, 30-6-2022,382,24.8,62
14:02:40, 30-6-2022,391,24.8,62
14:02:41, 30-6-2022,390,24.8,62
14:02:42, 30-6-2022,385,24.8,62
14:02:44, 30-6-2022,391,24.8,62
14:02:45, 30-6-2022,390,24.8,62
14:02:46, 30-6-2022,386,24.8,62
14:02:47, 30-6-2022,389,24.8,62
14:02:49, 30-6-2022,390,24.8,62
14:02:50, 30-6-2022,392,24.8,62
14:02:51, 30-6-2022,392,24.8,62
14:02:52, 30-6-2022,392,24.8,62
14:02:53, 30-6-2022,392,24.8,62
14:02:55, 30-6-2022,391,24.8,62
14:02:56, 30-6-2022,392,24.8,62
14:02:57, 30-6-2022,392,24.8,62
14:02:58, 30-6-2022,391,24.8,62
14:03:00, 30-6-2022,393,24.8,62
14:03:01, 30-6-2022,392,24.8,62
14:03:02, 30-6-2022,393,24.8,62
14:03:03, 30-6-2022,392,24.8,62
14:03:05, 30-6-2022,394,24.8,62
14:03:06, 30-6-2022,392,24.8,61
14:03:07, 30-6-2022,392,24.8,61
14:03:08, 30-6-2022,391,24.8,62
14:03:09, 30-6-2022,392,24.8,62
14:03:11, 30-6-2022,392,24.8,62
14:03:12, 30-6-2022,390,24.8,62
14:03:13, 30-6-2022,391,24.8,62
14:03:14, 30-6-2022,390,24.8,62
14:03:16, 30-6-2022,390,24.8,62
14:03:17, 30-6-2022,390,24.8,62
14:03:18, 30-6-2022,392,24.8,61
14:03:19, 30-6-2022,392,24.8,61
14:03:21, 30-6-2022,392,24.8,62
14:03:22, 30-6-2022,391,24.8,62
14:03:23, 30-6-2022,387,24.8,61
14:03:24, 30-6-2022,387,24.8,61
14:03:26, 30-6-2022,391,24.8,62
14:03:27, 30-6-2022,390,24.8,62
14:03:28, 30-6-2022,389,24.8,62
14:03:29, 30-6-2022,387,24.8,62
14:03:30, 30-6-2022,386,24.8,61
14:03:32, 30-6-2022,391,24.8,61
14:03:33, 30-6-2022,389,24.8,62
14:03:34, 30-6-2022,391,24.8,62
14:03:35, 30-6-2022,390,24.8,62
14:03:37, 30-6-2022,390,24.8,62
14:03:38, 30-6-2022,391,24.8,62
14:03:39, 30-6-2022,389,24.8,62
14:03:40, 30-6-2022,391,24.8,62
14:03:42, 30-6-2022,389,24.8,62
14:03:43, 30-6-2022,391,24.8,62
14:03:44, 30-6-2022,390,24.8,62
14:03:45, 30-6-2022,391,24.8,62
14:03:46, 30-6-2022,389,24.8,62
14:03:48, 30-6-2022,392,24.8,61
14:03:49, 30-6-2022,391,24.8,61
14:03:50, 30-6-2022,390,24.8,61
14:03:51, 30-6-2022,392,24.8,61
14:03:53, 30-6-2022,391,24.8,61
14:03:54, 30-6-2022,391,24.8,61
14:03:55, 30-6-2022,390,24.8,61
14:03:56, 30-6-2022,391,24.8,61
14:03:58, 30-6-2022,390,24.8,61
14:03:59, 30-6-2022,391,24.8,61
14:04:00, 30-6-2022,391,24.8,61
14:04:01, 30-6-2022,390,24.8,61
14:04:02, 30-6-2022,392,24.8,61
14:04:04, 30-6-2022,390,24.8,61
14:04:05, 30-6-2022,392,24.8,61
14:04:06, 30-6-2022,390,24.8,61
14:04:07, 30-6-2022,392,24.8,61
14:04:09, 30-6-2022,391,24.8,61
14:04:10, 30-6-2022,390,24.8,61
14:04:11, 30-6-2022,392,24.8,61
14:04:12, 30-6-2022,390,24.8,61
14:04:14, 30-6-2022,389,24.8,61
14:04:15, 30-6-2022,386,24.8,61
14:04:16, 30-6-2022,388,24.8,61
14:04:17, 30-6-2022,385,24.8,61
14:04:18, 30-6-2022,385,24.8,61
14:04:20, 30-6-2022,387,24.9,61
14:04:21, 30-6-2022,389,24.9,61
14:04:22, 30-6-2022,390,24.8,61
14:04:23, 30-6-2022,389,24.8,61
14:04:25, 30-6-2022,390,24.9,61
14:04:26, 30-6-2022,389,24.9,61
14:04:27, 30-6-2022,389,24.9,61
14:04:28, 30-6-2022,390,24.9,61
14:04:30, 30-6-2022,389,24.8,61
14:04:31, 30-6-2022,392,24.8,61
14:04:32, 30-6-2022,385,24.9,61
14:04:33, 30-6-2022,388,24.9,61
14:04:34, 30-6-2022,372,24.9,61
14:04:36, 30-6-2022,369,24.9,61
14:04:37, 30-6-2022,390,24.8,61
14:04:38, 30-6-2022,389,24.8,61
14:04:39, 30-6-2022,391,24.9,61
14:04:41, 30-6-2022,390,24.9,61
14:04:42, 30-6-2022,390,24.9,61
14:04:43, 30-6-2022,391,24.9,61
14:04:44, 30-6-2022,389,24.9,61
14:04:46, 30-6-2022,391,24.9,61
14:04:47, 30-6-2022,390,24.9,61
14:04:48, 30-6-2022,390,24.9,61
14:04:49, 30-6-2022,387,24.9,61
14:04:50, 30-6-2022,389,24.9,61
14:04:52, 30-6-2022,389,24.9,61
14:04:53, 30-6-2022,388,24.9,61
14:04:54, 30-6-2022,389,24.9,61
14:04:55, 30-6-2022,388,24.9,61
14:04:57, 30-6-2022,390,24.9,61
14:04:58, 30-6-2022,392,24.9,61
14:04:59, 30-6-2022,392,24.9,61
14:05:00, 30-6-2022,394,24.9,61
14:05:02, 30-6-2022,393,24.9,61
14:05:03, 30-6-2022,392,24.9,61
14:05:04, 30-6-2022,392,24.8,61
14:05:05, 30-6-2022,395,24.8,61
14:05:07, 30-6-2022,395,24.9,61
14:05:08, 30-6-2022,388,24.9,61
14:05:09, 30-6-2022,390,24.9,61
14:05:10, 30-6-2022,391,24.9,61
14:05:11, 30-6-2022,390,24.9,61
14:05:13, 30-6-2022,390,24.9,61
14:05:14, 30-6-2022,390,24.9,61
14:05:15, 30-6-2022,392,24.9,61
14:05:16, 30-6-2022,393,24.8,61
14:05:18, 30-6-2022,394,24.8,61
14:05:19, 30-6-2022,395,24.9,61
14:05:20, 30-6-2022,394,24.9,61
14:05:21, 30-6-2022,395,24.9,62
14:05:23, 30-6-2022,390,24.9,62
14:05:24, 30-6-2022,394,24.9,62
14:05:25, 30-6-2022,394,24.9,62
14:05:26, 30-6-2022,393,24.8,62
14:05:27, 30-6-2022,394,24.8,62
14:05:29, 30-6-2022,385,24.8,62
14:05:30, 30-6-2022,384,24.8,62
14:05:31, 30-6-2022,391,24.9,62
14:05:32, 30-6-2022,394,24.9,62
14:05:34, 30-6-2022,393,24.9,62
14:05:35, 30-6-2022,394,24.9,62
14:05:36, 30-6-2022,394,24.9,62
14:05:37, 30-6-2022,388,24.9,62
14:05:39, 30-6-2022,388,24.9,62
14:05:40, 30-6-2022,387,24.9,62
14:05:41, 30-6-2022,388,24.9,62
14:05:42, 30-6-2022,387,24.9,62
14:05:43, 30-6-2022,390,24.8,61
14:05:45, 30-6-2022,390,24.8,61
14:05:46, 30-6-2022,384,24.8,62
14:05:47, 30-6-2022,393,24.8,62
14:05:48, 30-6-2022,389,24.8,62
14:05:50, 30-6-2022,372,24.8,62
14:05:51, 30-6-2022,387,24.9,61
14:05:52, 30-6-2022,362,24.9,61
14:05:53, 30-6-2022,388,24.9,61
14:05:55, 30-6-2022,383,24.9,61
14:05:56, 30-6-2022,388,24.9,61
14:05:57, 30-6-2022,388,24.9,61
14:05:58, 30-6-2022,384,24.9,61
14:05:59, 30-6-2022,390,24.9,61
14:06:01, 30-6-2022,387,24.9,61
14:06:02, 30-6-2022,388,24.9,61
14:06:03, 30-6-2022,388,24.8,61
14:06:04, 30-6-2022,389,24.8,61
14:06:06, 30-6-2022,389,24.8,61
14:06:07, 30-6-2022,388,24.8,61
14:06:08, 30-6-2022,389,24.8,61
14:06:09, 30-6-2022,389,24.8,61
14:06:11, 30-6-2022,388,24.9,61
14:06:12, 30-6-2022,392,24.9,61
14:06:14, 30-6-2022,388,24.8,61
14:06:15, 30-6-2022,381,24.8,61
14:06:16, 30-6-2022,384,24.8,61
14:06:17, 30-6-2022,392,24.8,61
14:06:18, 30-6-2022,383,24.9,61
14:06:20, 30-6-2022,391,24.9,61
14:06:21, 30-6-2022,390,24.8,61
14:06:22, 30-6-2022,390,24.8,61
14:06:23, 30-6-2022,392,24.9,61
14:06:25, 30-6-2022,390,24.9,61
14:06:26, 30-6-2022,389,24.9,61
14:06:27, 30-6-2022,386,24.9,61
14:06:28, 30-6-2022,389,24.9,61
14:06:29, 30-6-2022,386,24.9,61
14:06:31, 30-6-2022,387,24.9,61
14:06:32, 30-6-2022,389,24.9,61
14:06:33, 30-6-2022,387,24.9,61
14:06:34, 30-6-2022,388,24.9,61
14:06:36, 30-6-2022,389,24.9,61
14:06:37, 30-6-2022,389,24.9,61
14:06:38, 30-6-2022,389,24.9,61
14:06:39, 30-6-2022,387,24.9,61
14:06:41, 30-6-2022,388,24.9,61
14:06:42, 30-6-2022,387,24.9,61
14:06:43, 30-6-2022,382,24.9,61
14:06:44, 30-6-2022,379,24.9,61
14:06:46, 30-6-2022,380,24.9,61
14:06:47, 30-6-2022,381,24.9,61
14:06:48, 30-6-2022,381,24.9,61
14:06:49, 30-6-2022,380,24.9,61
14:06:50, 30-6-2022,382,24.9,61
14:06:52, 30-6-2022,386,24.9,61
14:06:53, 30-6-2022,384,24.9,61
14:06:54, 30-6-2022,380,24.9,61
14:06:55, 30-6-2022,383,24.9,61
14:06:57, 30-6-2022,380,24.9,61
14:06:58, 30-6-2022,376,24.9,61
14:06:59, 30-6-2022,375,24.9,61
14:07:00, 30-6-2022,374,24.9,61
14:07:02, 30-6-2022,376,24.9,61
14:07:03, 30-6-2022,377,24.9,61
14:07:04, 30-6-2022,377,24.9,61
14:07:05, 30-6-2022,376,24.9,61
14:07:06, 30-6-2022,376,24.9,61
14:07:08, 30-6-2022,377,24.9,61
14:07:09, 30-6-2022,379,24.9,61
14:07:10, 30-6-2022,379,24.9,61
14:07:11, 30-6-2022,380,24.9,61
14:07:13, 30-6-2022,379,24.9,61
14:07:14, 30-6-2022,380,24.9,61
14:07:15, 30-6-2022,379,24.9,61
